hours-per-week,capital-loss,capital-gain,sex,race,relationship,occupation,marital-status,education-num,education,fnlwgt,workclass,age,income
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,4,7th-8th,159046,Private,61,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,138634,Private,42,<=50K
20,0,1055,Female,Amer-Indian-Eskimo,Own-child,Other-service,Never-married,6,10th,130125,Private,17,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Separated,10,Some-college,227065,Self-emp-not-inc,41,<=50K
15,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,11,Assoc-voc,386672,Private,65,<=50K
50,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,177543,Self-emp-inc,45,<=50K
40,0,7688,Male,Black,Husband,Tech-support,Married-civ-spouse,13,Bachelors,617021,Federal-gov,52,>50K
27,0,0,Female,Black,Own-child,Adm-clerical,Never-married,13,Bachelors,117109,Local-gov,24,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,11,Assoc-voc,373550,Private,23,<=50K
40,0,0,Female,White,Own-child,Tech-support,Divorced,10,Some-college,19847,Private,30,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,189590,Private,26,<=50K
56,0,0,Male,White,Unmarried,Farming-fishing,Divorced,9,HS-grad,58343,Self-emp-not-inc,37,<=50K
40,0,0,Male,White,Own-child,Other-service,Never-married,9,HS-grad,354201,Private,17,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,119422,Private,31,<=50K
40,0,0,Female,White,Other-relative,Adm-clerical,Separated,9,HS-grad,363405,Private,52,<=50K
27,0,0,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,181863,Private,63,<=50K
60,0,0,Female,White,Not-in-family,Priv-house-serv,Never-married,9,HS-grad,194472,Private,27,<=50K
35,0,0,Female,White,Not-in-family,Adm-clerical,Widowed,9,HS-grad,130731,Self-emp-not-inc,71,<=50K
60,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,236910,Private,35,<=50K
38,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,378251,Private,44,<=50K
20,0,0,Female,White,Other-relative,Exec-managerial,Never-married,13,Bachelors,203182,Private,22,<=50K
48,1485,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,9,HS-grad,130304,Private,32,<=50K
40,0,0,Female,White,Unmarried,Prof-specialty,Divorced,13,Bachelors,352542,Local-gov,30,<=50K
40,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,197728,Private,25,<=50K
12,0,0,Female,White,Not-in-family,Protective-serv,Widowed,4,7th-8th,316185,Private,76,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Divorced,9,HS-grad,89226,Private,41,<=50K
40,0,0,Male,Other,Husband,Machine-op-inspct,Married-civ-spouse,4,7th-8th,292353,Private,26,<=50K
40,0,0,Female,White,Unmarried,Adm-clerical,Divorced,10,Some-college,180296,Private,32,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,9,HS-grad,361487,Private,22,<=50K
40,1848,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,218490,Private,39,>50K
40,0,0,Male,White,Not-in-family,Transport-moving,Never-married,13,Bachelors,231777,Self-emp-not-inc,63,<=50K
40,0,0,Female,White,Unmarried,Transport-moving,Never-married,12,Assoc-acdm,189832,Private,23,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,6,10th,232308,Private,61,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,11,Assoc-voc,33308,State-gov,31,<=50K
45,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,5,9th,333677,Private,25,<=50K
40,0,1055,Female,White,Own-child,Other-service,Never-married,9,HS-grad,170651,Private,33,<=50K
36,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,343403,Private,39,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,48099,Federal-gov,26,<=50K
32,0,0,Male,White,Own-child,Other-service,Never-married,10,Some-college,143062,Private,21,<=50K
40,0,0,Male,Black,Own-child,Adm-clerical,Never-married,9,HS-grad,104704,Private,18,<=50K
60,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,30497,Private,34,>50K
40,0,7688,Male,Black,Husband,Prof-specialty,Married-civ-spouse,14,Masters,174325,State-gov,44,>50K
50,0,0,Male,White,Own-child,Craft-repair,Divorced,9,HS-grad,286675,Private,31,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,59474,Private,44,>50K
60,1902,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,378384,Private,42,>50K
38,0,7688,Male,Asian-Pac-Islander,Husband,Other-service,Married-civ-spouse,13,Bachelors,274222,Private,33,>50K
30,0,0,Female,Black,Own-child,Sales,Never-married,10,Some-college,342575,Private,21,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,206051,Private,30,>50K
60,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,234213,Private,55,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,145189,Private,57,<=50K
50,0,0,Male,White,Not-in-family,Farming-fishing,Never-married,9,HS-grad,233490,Private,37,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,344129,Private,32,>50K
60,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,171315,Self-emp-not-inc,62,>50K
40,0,0,Male,Black,Not-in-family,Sales,Never-married,13,Bachelors,181485,Self-emp-not-inc,31,>50K
45,213,0,Female,White,Unmarried,Exec-managerial,Divorced,14,Masters,262409,Private,37,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,10,Some-college,84726,Private,47,<=50K
30,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,7,11th,184335,Self-emp-not-inc,75,<=50K
50,0,0,Male,Other,Husband,Prof-specialty,Married-civ-spouse,14,Masters,102025,Private,43,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,55291,Private,30,>50K
40,0,0,Male,Amer-Indian-Eskimo,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,100584,Private,44,<=50K
35,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,14,Masters,181755,Local-gov,53,>50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,13,Bachelors,150528,Private,40,<=50K
20,0,0,Female,White,Own-child,Sales,Never-married,7,11th,107277,Private,18,<=50K
40,0,0,Male,White,Own-child,Sales,Never-married,9,HS-grad,291979,Private,20,<=50K
50,0,0,Male,Black,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,270985,Private,38,<=50K
35,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,9,HS-grad,62605,Private,48,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,176863,Self-emp-not-inc,46,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,53197,Private,51,<=50K
30,0,0,Female,White,Other-relative,Other-service,Never-married,9,HS-grad,267776,Self-emp-not-inc,35,<=50K
50,0,0,Male,White,Not-in-family,Handlers-cleaners,Divorced,10,Some-college,306383,Private,30,<=50K
30,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,35494,Private,70,<=50K
44,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,291968,Private,26,<=50K
40,1672,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,80933,Private,34,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,271828,Private,46,>50K
5,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,121993,Private,70,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,10,Some-college,31023,Local-gov,37,<=50K
35,0,0,Female,White,Unmarried,Sales,Divorced,10,Some-college,36425,Self-emp-not-inc,36,<=50K
40,1628,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,241895,Private,28,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,158555,Self-emp-not-inc,44,>50K
30,0,3325,Male,White,Not-in-family,Machine-op-inspct,Divorced,9,HS-grad,140363,Private,58,<=50K
60,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,123429,Private,53,>50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,10,Some-college,40060,Private,23,<=50K
40,0,0,Male,Black,Not-in-family,Craft-repair,Never-married,9,HS-grad,290286,Private,26,<=50K
50,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,14,Masters,106169,Local-gov,34,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,7,11th,76487,Private,43,<=50K
20,0,0,Male,Black,Other-relative,Other-service,Never-married,10,Some-college,437994,Private,22,<=50K
50,0,7298,Male,Amer-Indian-Eskimo,Husband,Craft-repair,Married-civ-spouse,10,Some-college,113555,Private,41,>50K
20,1740,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,13,Bachelors,343079,Local-gov,41,<=50K
40,0,4416,Male,White,Not-in-family,Adm-clerical,Never-married,9,HS-grad,406662,Private,27,<=50K
60,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,10,Some-college,37618,Self-emp-not-inc,42,<=50K
35,0,0,Female,White,Own-child,Adm-clerical,Never-married,11,Assoc-voc,114158,Private,27,<=50K
40,0,0,Male,White,Own-child,Protective-serv,Divorced,9,HS-grad,115562,Private,41,<=50K
20,0,0,Male,Asian-Pac-Islander,Own-child,Adm-clerical,Never-married,10,Some-college,344891,Private,21,<=50K
50,0,0,Male,Black,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,286750,Private,44,>50K
40,0,0,Male,White,Own-child,Exec-managerial,Never-married,13,Bachelors,194197,Private,29,<=50K
22,0,0,Female,White,Own-child,Other-service,Never-married,10,Some-college,206599,Self-emp-not-inc,19,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,56841,Private,46,<=50K
55,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,112561,Private,38,>50K
48,0,0,Male,White,Unmarried,Adm-clerical,Never-married,10,Some-college,147110,Private,43,>50K
50,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,175339,Self-emp-inc,54,>50K
60,1977,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,234901,Private,38,>50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,217083,Private,50,>50K
36,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,11,Assoc-voc,97757,Private,30,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,5,9th,151868,Private,30,<=50K
35,0,0,Female,Amer-Indian-Eskimo,Unmarried,Exec-managerial,Never-married,9,HS-grad,25864,Local-gov,28,<=50K
45,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,11,Assoc-voc,109419,Private,26,<=50K
43,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,203070,Federal-gov,37,<=50K
50,0,5178,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,107843,Private,32,>50K
5,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,14,Masters,264544,State-gov,64,>50K
28,0,0,Female,White,Own-child,Sales,Never-married,9,HS-grad,148644,Private,18,<=50K
30,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,125762,Private,30,<=50K
30,0,0,Male,Black,Other-relative,Other-service,Never-married,7,11th,193741,Private,18,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,588905,Private,27,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,5,9th,115613,Private,49,<=50K
43,0,0,Male,White,Husband,Other-service,Married-civ-spouse,9,HS-grad,222374,State-gov,46,>50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,185359,Private,37,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Divorced,10,Some-college,173647,Private,30,<=50K
30,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,9,HS-grad,189027,Self-emp-not-inc,25,<=50K
30,0,0,Female,Black,Unmarried,Priv-house-serv,Separated,9,HS-grad,296125,Private,38,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,334291,Private,35,<=50K
80,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,14,Masters,318450,Private,56,>50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,10,Some-college,174163,Private,29,<=50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,9,HS-grad,119721,Private,41,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,142719,Private,47,<=50K
40,0,0,Female,Asian-Pac-Islander,Not-in-family,Adm-clerical,Never-married,13,Bachelors,162593,Private,23,<=50K
45,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,236852,Self-emp-not-inc,46,>50K
40,1876,0,Male,Black,Other-relative,Protective-serv,Never-married,9,HS-grad,154863,Local-gov,28,<=50K
20,0,0,Female,White,Unmarried,Adm-clerical,Divorced,13,Bachelors,168894,Private,39,<=50K
50,0,0,Female,White,Wife,Farming-fishing,Married-civ-spouse,10,Some-college,344920,Self-emp-not-inc,42,<=50K
48,0,7298,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,33355,Private,39,>50K
55,0,15024,Male,White,Husband,Craft-repair,Married-civ-spouse,13,Bachelors,291518,Self-emp-inc,37,>50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,15,Prof-school,170244,Private,57,<=50K
30,0,0,Female,Black,Not-in-family,Other-service,Never-married,10,Some-college,369549,Private,22,<=50K
30,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,11,Assoc-voc,23438,Private,24,>50K
50,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,10,Some-college,202673,Private,19,<=50K
30,0,0,Female,Black,Unmarried,Sales,Divorced,12,Assoc-acdm,171780,Private,55,<=50K
40,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,9,HS-grad,264503,Local-gov,37,<=50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Never-married,10,Some-college,244341,Local-gov,37,<=50K
50,0,0,Male,White,Husband,Other-service,Married-civ-spouse,13,Bachelors,209109,Private,28,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,187392,Private,27,<=50K
20,0,0,Female,White,Unmarried,Prof-specialty,Never-married,13,Bachelors,119578,State-gov,40,<=50K
40,0,0,Female,White,Own-child,Priv-house-serv,Divorced,9,HS-grad,195105,Private,51,<=50K
56,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,11,Assoc-voc,101752,Private,52,<=50K
50,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,362654,Self-emp-inc,49,>50K
50,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,10,Some-college,77332,Federal-gov,40,<=50K
60,1816,0,Male,White,Not-in-family,Prof-specialty,Never-married,10,Some-college,87518,Private,80,<=50K
40,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,10,Some-college,113324,Private,63,<=50K
45,0,0,Male,White,Unmarried,Transport-moving,Divorced,9,HS-grad,96299,Private,63,>50K
40,0,0,Female,White,Unmarried,Adm-clerical,Divorced,10,Some-college,237729,Private,51,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,9,HS-grad,200973,Private,23,<=50K
20,0,0,Male,White,Not-in-family,Craft-repair,Widowed,9,HS-grad,212456,Self-emp-not-inc,66,<=50K
66,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,131568,Self-emp-not-inc,33,<=50K
43,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,185859,Private,49,<=50K
32,0,0,Male,White,Not-in-family,Transport-moving,Never-married,10,Some-college,231981,Private,20,<=50K
60,1887,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,12,Assoc-acdm,117963,Self-emp-inc,33,>50K
40,0,0,Male,White,Husband,Protective-serv,Married-AF-spouse,10,Some-college,78172,Private,26,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,164135,Private,52,>50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,171216,Private,33,>50K
45,0,0,Male,White,Not-in-family,Sales,Divorced,13,Bachelors,140664,Private,47,<=50K
75,0,0,Male,Black,Own-child,Exec-managerial,Never-married,9,HS-grad,249277,Private,23,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,12,Assoc-acdm,117847,Federal-gov,53,<=50K
20,0,0,Male,White,Own-child,Other-service,Never-married,10,Some-college,52372,Private,19,<=50K
40,0,3325,Male,White,Not-in-family,Craft-repair,Never-married,10,Some-college,95806,Federal-gov,26,<=50K
60,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,4,7th-8th,137428,Private,53,>50K
10,0,0,Male,White,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,169047,Private,65,<=50K
30,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,13,Bachelors,339168,Private,68,<=50K
45,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,7,11th,132870,Private,28,<=50K
45,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,6,10th,135840,Local-gov,54,<=50K
10,0,0,Male,White,Own-child,Other-service,Never-married,9,HS-grad,35644,Private,30,<=50K
50,0,0,Male,White,Own-child,Adm-clerical,Never-married,10,Some-college,198148,Private,22,<=50K
30,0,0,Male,White,Own-child,Other-service,Never-married,9,HS-grad,220098,Private,25,<=50K
20,0,0,Male,White,Other-relative,Other-service,Never-married,7,11th,262515,Private,19,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,111567,Federal-gov,32,>50K
40,0,0,Female,White,Own-child,Exec-managerial,Never-married,13,Bachelors,194096,Private,23,<=50K
45,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,420917,Local-gov,51,<=50K
44,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,197871,Private,25,>50K
40,0,0,Female,Black,Not-in-family,Prof-specialty,Never-married,13,Bachelors,253116,Local-gov,46,<=50K
50,0,0,Female,White,Unmarried,Tech-support,Divorced,10,Some-college,206535,Private,38,<=50K
40,0,0,Male,Asian-Pac-Islander,Husband,Protective-serv,Married-civ-spouse,9,HS-grad,70447,State-gov,26,>50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,9,HS-grad,201217,Private,46,<=50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,209970,Private,25,<=50K
16,0,594,Female,White,Own-child,Other-service,Never-married,10,Some-college,196745,Private,20,<=50K
35,0,0,Male,White,Other-relative,Prof-specialty,Married-civ-spouse,14,Masters,175262,Local-gov,29,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,304955,Self-emp-inc,51,>50K
52,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,181265,Private,40,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,200973,Private,24,<=50K
50,0,0,Male,White,Unmarried,Farming-fishing,Never-married,13,Bachelors,37440,Self-emp-not-inc,24,<=50K
60,0,0,Male,White,Not-in-family,Craft-repair,Separated,12,Assoc-acdm,353213,Private,34,<=50K
66,0,0,Male,White,Own-child,Farming-fishing,Never-married,10,Some-college,38619,Private,19,<=50K
40,0,0,Male,Black,Own-child,Transport-moving,Never-married,9,HS-grad,177711,Private,21,<=50K
70,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,6,10th,190761,Private,21,<=50K
24,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,10,Some-college,27776,Private,23,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,10,Some-college,470663,Federal-gov,37,<=50K
46,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,71738,Private,40,>50K
30,0,0,Male,White,Husband,Other-service,Married-civ-spouse,9,HS-grad,74156,Private,57,<=50K
40,1485,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,202467,Private,48,>50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,10,Some-college,193494,Private,43,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,130571,Private,40,<=50K
35,0,99999,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,90363,Self-emp-inc,52,>50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,9,HS-grad,83444,Private,49,<=50K
40,0,3137,Male,Amer-Indian-Eskimo,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,239093,Self-emp-not-inc,45,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,9,HS-grad,151369,Local-gov,62,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,11,Assoc-voc,56630,Private,29,<=50K
40,0,0,Female,White,Unmarried,Machine-op-inspct,Separated,9,HS-grad,117095,Private,49,<=50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Divorced,10,Some-college,189985,Federal-gov,55,<=50K
40,0,0,Male,White,Own-child,Exec-managerial,Never-married,13,Bachelors,126675,Self-emp-inc,37,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,13,Bachelors,199806,State-gov,43,>50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,10,Some-college,57596,Private,29,<=50K
40,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,103459,Private,44,>50K
40,0,0,Male,White,Unmarried,Tech-support,Separated,10,Some-college,282398,Private,28,>50K
45,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,10,Some-college,298841,Private,38,<=50K
50,1977,0,Male,White,Husband,Sales,Married-civ-spouse,11,Assoc-voc,33300,Private,45,>50K
20,0,0,Female,White,Own-child,Other-service,Never-married,10,Some-college,306467,Private,19,<=50K
40,0,0,Male,White,Not-in-family,Other-service,Never-married,8,12th,189888,Private,20,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,83861,Private,60,<=50K
40,0,0,Female,White,Not-in-family,Sales,Never-married,9,HS-grad,117393,Private,30,<=50K
60,0,0,Female,White,Not-in-family,Sales,Divorced,10,Some-college,179010,Private,51,<=50K
40,0,0,Female,White,Unmarried,Exec-managerial,Divorced,9,HS-grad,316101,Private,48,<=50K
40,1887,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,293305,Private,43,>50K
40,0,0,Male,Black,Unmarried,Transport-moving,Divorced,9,HS-grad,175750,Local-gov,51,<=50K
48,1848,0,Male,White,Husband,Tech-support,Married-civ-spouse,11,Assoc-voc,121718,Private,41,>50K
40,0,0,Male,Black,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,229272,State-gov,50,>50K
40,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,142828,Private,46,>50K
60,0,15024,Male,White,Husband,Transport-moving,Married-civ-spouse,10,Some-college,22743,Private,54,>50K
45,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,76371,Private,68,>50K
30,0,0,Male,White,Not-in-family,Craft-repair,Never-married,12,Assoc-acdm,216129,Self-emp-not-inc,23,<=50K
35,0,0,Female,White,Not-in-family,Sales,Never-married,14,Masters,107425,Private,49,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,6,10th,611029,Private,24,<=50K
40,0,0,Male,Black,Husband,Protective-serv,Married-civ-spouse,9,HS-grad,363032,Local-gov,30,<=50K
45,0,3137,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,170020,Private,38,<=50K
35,0,0,Female,White,Not-in-family,Sales,Never-married,9,HS-grad,137900,Private,34,<=50K
40,0,0,Male,White,Own-child,Exec-managerial,Never-married,10,Some-college,322674,Private,22,<=50K
40,0,0,Male,White,Not-in-family,Handlers-cleaners,Separated,4,7th-8th,23778,Private,30,<=50K
31,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,4,7th-8th,147845,Private,61,<=50K
40,0,0,Male,White,Unmarried,Exec-managerial,Divorced,9,HS-grad,175759,Private,36,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,11,Assoc-voc,166459,Self-emp-inc,51,<=50K
48,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,10,Some-college,127455,Federal-gov,54,>50K
25,0,0,Female,White,Not-in-family,Prof-specialty,Widowed,9,HS-grad,134699,Private,63,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,254230,Private,51,>50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,6,10th,159715,Self-emp-not-inc,63,<=50K
60,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,116286,Local-gov,51,>50K
35,0,0,Female,White,Own-child,Sales,Divorced,9,HS-grad,146719,Private,27,<=50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,12,Assoc-acdm,361888,Private,35,>50K
40,0,0,Male,White,Unmarried,Craft-repair,Separated,9,HS-grad,32825,Self-emp-not-inc,46,<=50K
40,0,0,Male,Black,Husband,Craft-repair,Married-civ-spouse,11,Assoc-voc,225768,Private,53,>50K
24,0,0,Male,White,Own-child,Adm-clerical,Divorced,10,Some-college,393728,Federal-gov,26,<=50K
40,0,0,Male,White,Own-child,Machine-op-inspct,Never-married,9,HS-grad,160369,Private,43,<=50K
50,0,15024,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,191807,Private,39,>50K
40,1590,0,Male,White,Not-in-family,Prof-specialty,Divorced,9,HS-grad,176969,Federal-gov,50,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,33863,Federal-gov,54,>50K
40,0,0,Female,White,Unmarried,Prof-specialty,Divorced,10,Some-college,141459,State-gov,57,<=50K
20,0,0,Male,White,Own-child,Other-service,Never-married,9,HS-grad,95393,Local-gov,29,<=50K
40,0,0,Male,Black,Other-relative,Craft-repair,Never-married,9,HS-grad,221095,Private,20,<=50K
55,1902,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,104501,Private,53,>50K
20,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,7,11th,185691,Private,69,<=50K
40,2002,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,4,7th-8th,201822,Private,56,<=50K
35,0,0,Male,Black,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,549341,Local-gov,53,<=50K
40,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,9,HS-grad,247445,Private,28,<=50K
40,0,0,Male,Black,Husband,Other-service,Married-civ-spouse,13,Bachelors,199566,Private,28,<=50K
30,0,0,Female,White,Unmarried,Sales,Divorced,9,HS-grad,185039,Private,48,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,166124,Private,61,>50K
45,0,5013,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,82649,Private,49,<=50K
